,id,name,quality,numOfRatings,department,wouldTakeAgainPercent,difficulty
444,955940,John Greer,4.0,2,Mathematics,N/A,3
445,956779,Janelle Blankenship,3.0,3,Not Specified,N/A,3.7
446,960217,Caitlin Zaloom,4.0,24,Liberal Arts & Sciences,100,3
447,960583,Tony Judt,5.0,1,History,N/A,5
448,964123,Marco Williams,4.2,8,Film & Television,100,3.8
449,966283,Yvette Biro,1.0,1,Film,N/A,5
450,967290,Vida Schreibman,5.0,2,Art History,100,1.5
451,970668,Joseph Liddicoat,1.7,5,Information Science,N/A,2.6
452,973272,Jo Labanyi,4.2,13,Spanish,50,3.5
453,973422,Stacy Rosenberg,3.7,3,Business,N/A,3.3
454,973674,Ben Kafka,4.2,22,Communication,84,3
455,1037494,Carolyn Kane,0.0,0,Communication,N/A,0
456,1037978,Zachary Snider,4.2,19,Writing,N/A,3.4
457,1038579,Ping Wang,4.0,5,East Asian Studies,N/A,4.2
458,1039259,Fidelindo Lim,4.9,4,Nursing,N/A,3.5
459,1040925,Adam Penenberg,3.7,6,Journalism,100,2.5
460,1043587,Ronald Glassman,4.3,27,Sociology,100,1.3
461,1044369,Michael Purugganan,4.3,7,Biology,N/A,2.9
462,1045084,Scott Korb,4.9,17,Writing,100,2.7
463,1063517,Daryl Embry,4.8,6,Educational Theater,100,2.5
464,1063799,Marilyn Young,4.6,7,History,N/A,2.3
465,1065734,Jelena Karanovic,1.6,5,Anthropology,N/A,3
466,1067900,Adam Buchwald,4.5,20,Speech & Hearing Sciences,93,2.4
467,1070560,Lynn Sally,4.8,3,History,N/A,2.7
468,1072669,Frank Rolapp,4.5,4,Writing,N/A,3.5
469,1075425,Karen Newman,3.5,4,English,N/A,4
470,1076114,Hatim El-Hibri,2.6,9,Communication,N/A,3.1
471,1076869,Rhoda Berenson,3.4,34,Physics,54,2.8
472,1079338,Frank Flaherty,4.7,9,Journalism,100,3.1
473,1081039,Andrew Needham,4.6,10,History,100,3.1
474,1081449,Justin Blau,4.0,5,Biology,67,3.2
475,1081870,Ian Stewart,4.6,9,Accounting,N/A,3.7
476,1082275,Keith Davis,4.5,2,Film & Television,N/A,1.5
477,1082278,Linda Yearwood,2.9,8,Film & Television,N/A,1.4
478,1085124,Michael Shelley,3.1,8,Mathematics,0,3.6
479,1085590,Jasna Bruic,2.8,20,Physics,60,3
480,1086043,Ilya Kliger,4.8,8,Russian Studies,100,3.1
481,1086396,Ahu Gemici,3.6,32,Economics,N/A,2.8
482,1088568,Peter Gollwitzer,3.3,4,Psychology,100,2.8
483,1089743,Jerome Wakefield,4.5,2,Social Work,100,2.5
484,1093317,Markus Asper,4.5,2,Classics,N/A,4
485,1093945,Robert Hawkins,3.8,2,Social Work,N/A,4
486,1097122,Erica Lee Lewis,4.5,10,Teaching & Learning,N/A,1.5
487,1026146,Jefferson Flanders,3.5,3,Journalism,N/A,1.3
488,1026863,Steven Crumb,4.3,6,French,N/A,3.2
489,1027136,Henry McKean,1.9,5,Mathematics,0,4.2
490,1027295,Rachel Rosen,3.5,4,English,N/A,3.3
491,1029502,Rebecca Sparks,2.0,6,Nutrition & Foods,N/A,3.3
492,1033406,Jack Marr,4.0,2,Economics,N/A,2
493,1034289,Shaghayegh Harbi,3.8,44,Biology,50,2
494,1035853,Valeria Castelli,4.5,5,Italian,100,2.2
495,1110023,Lyndon Haynes,4.8,11,Mathematics,100,2.3
496,1111486,Sean Justice,3.0,2,Art Studio,0,1.5
497,1112101,Joe Calderone,4.0,3,Journalism,N/A,3.7
498,1114482,Michael Neuman,1.7,8,Marketing,N/A,3.4
499,1117479,Alejandro Velasco,4.5,9,Latin American Studies,100,3.9
500,1117603,Andrew Sartori,4.4,11,History,100,2.5
501,1120232,D.L. Wolitzky,3.5,14,Psychology,N/A,1.8
502,1124975,Travis Hall,4.4,7,Communication,N/A,1.9
503,1125964,Kimberly Feltner,3.9,4,Psychology,N/A,2
504,1052657,Zhen Zhang,2.8,5,Cinema,34,4
505,1052696,Irene Kling,2.8,5,Speech & Hearing Sciences,N/A,4.4
506,1054053,Jacob Jacoby,3.2,6,Marketing,50,2.3
507,1056720,Suzanne Menghraj,2.9,32,Liberal Studies,36,3.5
508,1056769,Yasser Hariry,5.0,4,French,N/A,2.3
509,1056967,Anna McDonald,4.4,9,Writing,N/A,3.3
510,1057905,Michael Landy,2.4,14,Psychology,34,4.1
511,1063220,Yann Lecun,1.6,5,Computer Science,34,4
512,1063301,Chitra Neogy,3.6,9,Film & Television,100,1.6
513,1160333,Ryan Mills,1.0,2,Education,N/A,4
514,1160670,Linda Scheetz,3.0,2,Nursing,N/A,2.5
515,1168433,Nikki Cesare,4.8,2,Theater,N/A,3.5
516,1168822,Jon Holden,5.0,3,Not Specified,100,2.3
517,1168825,Hersch Garfein,4.8,2,Music,N/A,2.5
518,1168826,Harry Kitsikopolus,3.2,3,Economics,N/A,3.7
519,1169317,Xavier Gabaix,4.5,2,Business,N/A,3
520,1172418,Matthew Amos,4.1,10,French,100,3
521,1156827,Jung-Bong Choi,3.3,15,Cinema,75,3.6
522,1159923,Joanne Guo,4.2,3,Economics,N/A,2
523,1183065,George Solt,3.6,19,East Asian Studies,N/A,2.9
524,1185378,Tamer El-Leithy,3.2,11,Near Eastern Studies,100,3.1
525,1186342,George Corbin,4.7,3,Art History,N/A,2
526,1187382,Greg Bognar,3.8,2,Philosophy,N/A,3
527,1189790,Medhat Credi,3.7,15,Middle Eastern Studies,N/A,3.5
528,1190259,Nidia Cortes,4.8,27,Spanish,N/A,3
529,1190909,Gabriele Oettingen,4.1,6,Psychology,100,3.7
530,1192122,Fakiha Khan,3.6,10,Political Science,N/A,3.6
531,1181013,Amy Bentley,3.7,3,Nutrition & Foods,N/A,3.3
532,1182837,Ben Tausig,4.1,10,Music,100,2.7
533,1128321,J. Martin Daughtry,3.9,12,Music,100,2.9
534,1130145,Michael Ralph,3.5,20,African Studies,56,2.2
535,1130434,Cynthia Conti,4.5,3,Communication,N/A,3
536,1210503,Paul Chaikin,3.3,11,Physics,40,4.7
537,1210732,Celia Wells,5.0,2,Nursing,N/A,2.5
538,1210979,Roberto Perino,4.5,4,Italian,100,1.3
539,1211490,Michael Rectenwald,4.4,107,Writing,93,2.7
540,1211526,Stella Vincenot,2.1,7,French,N/A,3.7
541,1212155,Frederick Choi,4.3,2,Accounting,N/A,4.5
542,1212980,Rebecca Saathoff,5.0,1,Music Performance,N/A,4
543,1213724,Nathan Brennan,4.7,3,Film & Television,100,2
544,1207245,Allan Collard-Wexler,3.5,11,Economics,N/A,2.8
545,1207693,Robert Spencer,5.0,2,Chemistry,N/A,1
546,1209739,John Young-Taft,1.6,13,Economics,N/A,4
547,1209928,Richard Sieburth,5.0,6,English,N/A,3.3
548,1143442,Jaclyn Fusaro,5.0,3,Education,100,3
549,1146299,Megan Hillman,1.0,1,Not Specified,N/A,5
550,1146441,Aya Matsushima,4.6,7,East Asian Studies,N/A,2.7
551,1147372,Yemane Demissie,4.6,11,Film & Television,100,2.6
552,1149665,Dani Zwanziger,2.2,3,Physics,N/A,3
553,1152108,Richard Atkins,4.6,26,Philosophy,N/A,3.6
554,1156216,Beth Kramer,3.6,6,Sociology,N/A,2.8
555,1158703,Juliana Freire,2.8,4,Mathematics,50,3.8
556,1226094,Noor Al Qasimi,4.1,12,Communication,N/A,4
557,1226817,Lee Igel,2.9,12,Sports Management,20,3.9
558,1227078,Gary Simon,4.6,6,Statistics,N/A,3.8
559,1228549,Samuel Scheffler,4.4,11,Philosophy,100,3.1
560,1229024,Barbara Shapiro-Comte,1.9,6,Art History,0,3.7
561,1229455,Ronak Kapadia,4.8,4,Gender Studies,N/A,3.5
562,1230412,Haytham Bahoora,4.5,4,Cultural Studies,0,2.7
563,1231328,Mike Raven,3.4,4,Philosophy,N/A,4.3
564,1231653,Laura Fisher,5.0,2,English,N/A,3
565,1234745,Lionel Chan,5.0,1,Teaching & Learning,N/A,3
566,1235224,Saviana Stanescu,4.1,5,Theater,N/A,1.8
567,1235582,Shirley Wong,4.8,3,English,N/A,2.7
568,1236604,Amy Marcenwicz,1.8,4,Nutrition & Foods,0,3
569,1237506,Juhi Jang,2.5,4,Mathematics,N/A,3
570,1238265,Jason Thompson,4.5,2,Sociology,N/A,2.5
571,1240693,David Denoon,3.9,8,Political Science,100,3.5
572,1191179,Carolina De Luca,4.4,8,Italian,N/A,2.8
573,1194480,Benjamin Straumann,2.0,1,History,N/A,3
574,1195397,Christine McWayne,3.0,2,Psychology,N/A,4
575,1197371,Jordan Brooks,3.4,19,Economics,N/A,3.5
576,1197377,Crystal Parikh,3.3,7,English,25,2.7
577,1199170,Tricia MacKenzie,2.5,2,Biology,N/A,4
578,1199179,Raluca Manea,3.9,5,French,N/A,2.8
579,1203089,Lindsey Schneider,5.0,2,Art History,N/A,3
580,1204132,Althea Wasow,4.7,3,Writing,100,3
581,1205189,Hope Wabuke,3.4,6,Writing,N/A,3.8
582,1205401,Sheila Weiss,2.3,3,Education,N/A,4.3
583,1205409,Nikolai Kirov,4.8,4,Biology,100,3
584,1206481,James Felder,5.0,7,Writing,N/A,2.9
585,1206836,Sam Radin,1.5,5,Not Specified,N/A,2.8
586,1274358,Alan Ravitz,4.9,5,Psychology,N/A,2
587,1275077,Beatrice Mejias,2.0,3,Writing,50,3.3
588,1277718,Anna Akbari,4.8,4,Communication,N/A,3.8
589,1280989,Frank Curtis,4.3,2,Mathematics,N/A,3.5
590,1282873,Lisa Mignone,4.0,1,Classics,N/A,3
591,1283958,Tomasz Sadzik,2.8,10,Economics,N/A,3.7
592,1284923,Dmitry Troyanovsky,4.8,15,Theater,N/A,4.1
593,1285842,Thomas Clark Durant,5.0,1,Economics,N/A,2
594,1286352,Christoph Bregler,3.8,2,Computer Science,N/A,3.5
595,1287164,Kevin Thom,3.1,11,Economics,34,3.4
596,1287814,Joan Aronson,3.6,9,Nutrition & Foods,67,3.4
597,1287971,Roger Oliver,4.2,6,Theater,N/A,2
598,1289887,Adrianne Gans,3.0,2,Psychology,N/A,4.5
599,1290217,Kelly See,4.2,3,Management,N/A,2
600,1292131,Chloe Tergiman,5.0,2,Economics,N/A,3
601,1292839,Patricia Beaman,4.8,5,Dance,100,3.2
602,1312596,Louise Stanton,3.0,1,Law,N/A,3
603,1321057,David Harvey,2.6,12,Mathematics,100,3.1
604,1321058,Jill Lane,2.5,22,History,43,3
605,1325730,Kevin McDonald,2.8,6,History,N/A,3
606,1326666,Cyrus Patell,2.7,3,English,100,4.7
607,1326906,Kenneth Birnbaum,3.3,5,Biology,100,3.4
608,1331092,Harold Weitzner,1.1,7,Mathematics,N/A,4.1
609,1332551,Andre Carrington,2.3,12,Cultural Studies,N/A,2.7
610,1301990,Giulio Trigila,3.7,5,Not Specified,0,3.6
611,1302065,Kyle Cranmer,1.8,22,Physics,60,4.1
612,1302167,Maria Mavroudi,4.9,6,Chemistry,100,3
613,1305598,Mary Poovey,4.3,8,English,100,4
614,1309116,Kechen Chen,1.0,1,Economics,N/A,4
615,1309670,Paul Bucklin,4.5,1,Italian,N/A,3
616,1310853,Offiong Aqua,2.8,8,Biology,0,4.6
617,1311031,Joost Van Dreunen,2.9,5,Not Specified,50,3
618,1242986,Michael Maurer,2.8,10,Psychology,N/A,2.1
619,1243575,Alejandro Moreno,3.4,7,Spanish,100,3.5
620,1244411,William Simon,3.5,7,Film & Television,100,1.9
621,1244418,Claudia Difonzo,3.0,2,Italian,N/A,3
622,1248212,Barbara Borst,3.4,4,Journalism,0,3
623,1248610,Christian Tryon,4.2,3,Anthropology,N/A,2.3
624,1332661,Julianne Lutz Warren,2.8,30,Environmental Science,N/A,3.4
625,1335471,Edo Kussel,3.3,4,Biology,N/A,4.5
626,1336352,Phil Rosenbaum,4.7,10,Journalism,89,1.7
627,1336460,David Perkal,2.6,7,Accounting,100,3.7
628,1337096,Ronald Rainey,2.8,35,Liberal Arts & Sciences,N/A,3.1
629,1339021,Ashwath Damodaran,4.5,5,Finance,100,3.8
630,1339714,Cleo Kearns,2.5,3,Philosophy,N/A,2
631,1340230,Bogdan Rabanca,4.3,2,Philosophy,N/A,2
632,1343136,Julie Sage,4.8,2,French,N/A,3
633,1344859,Heidi Stalla,4.8,5,Writing,N/A,4
634,1345611,Alexander Hanhart,3.5,55,Mathematics,N/A,3.4
635,1347221,Jennifer Chapis,4.7,9,Writing,N/A,3.3
636,1347411,Benjamin Hedin,4.7,17,Writing,N/A,4.1
637,1352169,Rose Miller-Sims,4.8,2,Italian,N/A,2
638,1352393,James Ramsey,1.7,3,Economics,N/A,5
639,1360104,Antho Di Fiore,4.4,5,Anthropology,N/A,4.4
640,1360250,Yukiko Shigeto,3.8,2,East Asian Studies,N/A,3
641,1360365,Gabriel Giorgi,4.1,6,Latin American Studies,100,2.8
642,1362967,Sarah Anne Stonbely,1.8,2,Communication,N/A,2
643,1364714,Robert Moeller,4.3,2,Psychology,N/A,2.5
644,1365064,Shira Klein,4.1,4,History,N/A,3.3
645,1365179,Morakinyo Ogunmodimu,4.7,5,African Studies,N/A,2.2
646,1365213,KI Tsishchanka,3.0,26,Mathematics,N/A,3.3
647,1365247,Henry Stroke,1.1,13,Physics,N/A,4.6
648,1287908,Danny Chan,4.5,5,Statistics,100,2.6
649,1294783,Phoebe Maltz,2.5,1,French,N/A,3
650,1295056,Giampiero Gallo,4.4,3,Economics,100,2
651,1299144,Vishal Singh,5.0,1,Marketing,N/A,1
652,1299147,William Guth,4.3,2,Management,N/A,1
653,1300202,Jay Ranade,5.0,2,Information Systems,N/A,1.5
654,1300601,Lorelei Omrod,3.3,3,Writing,N/A,4.3
655,1300990,Carlos Padron,4.5,2,Spanish,N/A,2
656,1301214,Aimee Shih,5.0,1,Accounting,N/A,2
657,1322303,Pamela Morris,4.3,3,Psychology,50,2.7
658,1430820,Josh Sternfeld,4.8,2,Film & Television,N/A,1.5
659,1431128,Gabriel Abend,4.7,11,Sociology,100,3.3
660,1431616,Elizabeth Mansfield,4.5,6,Art History,N/A,4
661,1431620,Clayton Lamar,4.5,1,English,N/A,3
662,1433025,Jeremy Brandman,5.0,5,Mathematics,N/A,2.2
663,1433813,Jessica Almasy,3.5,1,Theater,N/A,4
664,1436488,Frederic Curry,5.0,1,Dance,N/A,2
665,1436537,Sharon Antonucci,4.0,1,Speech & Hearing Sciences,N/A,3
666,1415851,Melanie Knowles,1.5,1,French,N/A,5
667,1418299,Michael Collins,5.0,4,Writing,N/A,1.5
668,1420776,Bami Adedoyin,4.2,5,Film & Television,N/A,2
669,1421147,Ross Martin,5.0,4,Film & Television,N/A,3
670,1421206,Chris Stucchio,1.0,2,Mathematics,N/A,5
671,1421514,Max Shrem,4.6,4,French,N/A,2
672,1425484,Magdalena Sabat,3.5,4,Communication,N/A,3
673,1425665,Irma Cedeno,4.0,1,Spanish,N/A,3
674,1365445,Brooke Lewis,3.9,16,Writing,25,4.4
675,1365451,Richard Allen,3.9,5,Cinema,N/A,3
676,1366189,Elizabeth Patton,5.0,2,Communication,N/A,3
677,1366566,Oana Ciucivara,1.0,1,Psychology,N/A,3
678,1366568,Katherine Berg,3.1,12,Writing,N/A,3.5
679,1366745,Ramon Urzua,4.3,3,Spanish,N/A,2.3
680,1366859,Iris Brey,4.9,5,French,N/A,2.6
681,1367022,Daniel Martin,5.0,1,Economics,N/A,1
682,1367356,Lenny Tevlin,2.0,32,Liberal Studies,29,3.9
683,1367389,Eugene McBride,4.0,35,Liberal Arts & Sciences,72,2.6
684,1367447,Daniela Leder,5.0,2,Foreign Languages,N/A,3.5
685,1367588,Molly Martin,3.5,32,Cultural Studies,67,2.9
686,1368099,Lynne Beckenstein,4.4,16,Writing,N/A,2.4
687,1376019,Chris Lucas,3.8,6,Psychology,0,3.2
688,1378012,Fabio Piano,2.3,2,Biology,N/A,4.5
689,1378488,Hilary Mhic Shuibhne,4.2,4,Foreign Languages,100,4
690,1379434,Joseph Helman,4.9,6,Political Science,100,3.5
691,1380829,Jason Koo,4.0,3,Writing,N/A,2.7
692,1381306,Christie Block,2.5,1,Speech & Hearing Sciences,N/A,5
693,1381597,Solon Barocas,4.5,1,Communication,N/A,2
694,1459993,Robert Lyon,4.1,12,Writing,50,3.1
695,1461849,Joseph Citta,4.8,3,Film & Television,N/A,2.7
696,1468159,Brian Kilgo-Kelly,4.3,4,French,N/A,2
697,1469005,Hopemary Egbuonu,1.0,2,Nursing,0,4
698,1473780,Allen Lee Hughes,3.5,1,Theater,N/A,3
699,1477555,Joseph Shahadi,3.2,3,Theatre & Dance,N/A,3.3
700,1477688,Vasilis Gkatzelis,5.0,1,Computer Science,N/A,3
701,1479358,Christopher Phillips,1.0,1,Philosophy,N/A,1
702,1392695,Jeremy Walton,5.0,3,Religious Studies,N/A,3
703,1393520,Gloria Corruzi,3.2,4,Biology,100,3.5
704,1393756,Piia Mustamakis,3.3,9,Writing,100,3
705,1395235,Mary Hickey,4.6,6,Nursing,N/A,3.2
706,1395238,Crystal Fornes,4.0,1,Nursing,N/A,3
707,1395240,May Dobal,1.8,2,Nursing,N/A,3
708,1396742,Matthew Rohrer,4.9,5,Writing,100,1.8
709,1397927,Alex Dimitri,1.5,3,Biology,N/A,4.3
710,1488136,Elizabeth Hess,5.0,1,Theater,N/A,4
711,1488140,Salty Brine,3.5,2,Theater,N/A,1.5
712,1490174,Svetlana Mintcheva,3.0,1,Communication,N/A,1
713,1492849,Simon Bird,4.2,3,Environmental Science,N/A,1.3
714,1495864,Sorin Cucu,3.3,5,Communication,N/A,2.8
715,1496499,Adina Yoffie,3.1,4,History,N/A,2.5
716,1496540,Virginie Lauret,4.8,2,French,N/A,2
717,1497591,Jason Guder,0.0,0,Writing,N/A,0
718,1410615,Mika Rechtsman,3.8,2,Mathematics,N/A,2.5
719,1411995,Gillian Greenbaum,5.0,1,Music Performance,N/A,2
720,1412761,Bryan Brazeau,4.6,4,Italian,N/A,1.8
721,1413489,Jeannie IM,3.1,27,Writing,60,3.9
722,1414063,Ellen Morris,3.4,7,Near Eastern Studies,N/A,2.3
723,1415831,Lauren Elkin,2.8,3,Cultural Studies,N/A,4.3
724,1416613,Miles Grier,4.3,2,English,100,2.5
725,1429075,James Bryne,4.3,2,Writing,N/A,4
726,1440152,Emily Balcetis,3.3,3,Psychology,100,3.3
727,1440209,Joshua Margulies,4.6,12,Communication,N/A,2.6
728,1442892,Ann Marie Mauro,2.2,21,Nursing,N/A,4.3
729,1442894,Barbara Gallo,4.8,5,Nursing,N/A,1.6
730,1442896,Sophronia Larig,3.8,2,Nursing,N/A,2.5
731,1443812,Judy Del Giudice,4.0,7,Performing Arts,100,2.4
732,1446984,Darrel Hucks,5.0,1,Teaching & Learning,N/A,1
733,1447694,Juan Flores,3.8,2,Latin American Studies,N/A,2.5
734,1531941,Michael Peixoto,3.8,5,History,N/A,3.6
735,1533346,Michele Shedlin,5.0,1,Nursing,N/A,4
736,1533552,Orlando Pabotoy,3.8,3,Theater,N/A,3.7
737,1534311,Maurice Pomerantz,4.5,4,Near Eastern Studies,N/A,2.5
738,1534340,Zeng Lian,3.5,1,Mathematics,N/A,2
739,1534779,Sam Beebe,4.3,30,Writing,90,3.4
740,1536879,James Fernandez,4.0,3,Spanish,100,2
741,1536880,Louis Scheeder,3.0,5,Writing,100,4.2
742,1536881,Christiane Lemke-Daemplifin,4.3,2,European Studies,N/A,2.5
743,1537481,Bernd Beber,2.8,49,Political Science,100,2.8
744,1539465,Tuuli Adams,2.8,2,Linguistics,100,3.5
745,1542481,Matthew Graziano,5.0,5,Psychology,N/A,1.6
746,1543443,Matthew Silverstein,4.8,3,Philosophy,N/A,3.7
747,1544577,Mick Stern,2.2,5,Film & Television,N/A,4
748,1545059,Tom Lagatta,3.5,5,Mathematics,0,2.6
749,1545149,Junji Yoshida,2.3,2,East Asian Studies,N/A,3
750,1546358,Veronica Goosey,3.2,7,English,100,3.4
751,1547819,Robin Wurl,1.0,1,Statistics,N/A,4
752,1548516,Joseph Imhauser,4.0,1,Art,N/A,2
753,1551561,Pierre Hohenberg,2.3,2,Physics,N/A,2
754,1552420,Xianpeng HU,3.0,14,Mathematics,N/A,2.9
755,1553348,Catherine Robson,4.9,5,English,N/A,3.4
756,1556945,Matteo Sansone,5.0,2,Music,N/A,1
757,1557171,Eric Roll,5.0,1,Mathematics,N/A,2
758,1487659,Danielle Callegari,5.0,1,Italian,N/A,2
759,1495493,Ehab Abo Ali,4.5,10,Not Specified,84,2
760,1565213,Adam Martin,5.0,1,Economics,N/A,2
761,1565934,Alexander Thomas,4.5,1,Music Performance,N/A,2
762,1567724,Deborah Borisoff,4.5,8,Communication,100,3.1
763,1568766,Max Liboiron,2.5,3,Communication,N/A,5
764,1569482,Deborah Williams,4.7,3,Liberal Arts & Sciences,N/A,3
765,1570455,Moya Luckett,5.0,3,Cinema,100,2.7
766,1570762,Marsha Marecki,1.2,5,Nursing,N/A,1.8
767,1571074,Manoah Finston,5.0,11,French,N/A,2.9
768,1571175,Mei Huang,4.5,1,East Asian Studies,N/A,3
769,1571328,Noelle Stout,5.0,8,Anthropology,N/A,3.3
770,1571329,Nicole Cohen,4.8,2,East Asian Studies,N/A,4
771,1571631,Alex Scacco,1.6,9,Political Science,N/A,3.4
772,1573197,Joscelyn Jurich,4.0,4,Liberal Arts & Sciences,N/A,3
773,1573208,Svjetlana Bukvich-Nichols,1.2,5,Music,N/A,3.4
774,1573221,Mark Cocheo,4.8,3,Music Performance,N/A,2
775,1573375,Aly Rose,4.5,11,Dance,100,3.6
776,1574697,Steven Silberblatt,2.0,1,Sociology,N/A,1
777,1574930,Aviva Slesin,4.1,20,Cinema,100,3.2
778,1578834,David Johnson,5.0,2,Economics,N/A,2
779,1579405,Brian Bolante,5.0,1,Medicine,N/A,1
780,1579946,Liel Leibovitz,4.2,5,Communication,N/A,2
781,1580471,Yigal Nizri,4.0,2,Hebrew,N/A,1.5
782,1582364,AB Brody,3.7,7,Nursing,N/A,1.9
783,1582383,Tara Cortes,2.7,3,Nursing,N/A,3.3
784,1585118,Luis Castaneda,4.3,4,Art History,N/A,3.3
785,1585760,Darragh Martin,3.0,1,Theater,N/A,3
786,1586769,Daniel Stiepleman,4.8,4,Film & Television,N/A,2.8
787,1587188,Darin Strauss,4.9,7,Writing,100,2.2
788,1588346,E. Craig Stacey,3.5,2,Marketing,N/A,3
789,1590313,Ercan Karadas,3.2,8,Economics,N/A,3.3
790,1594571,Mara Mills,4.6,4,Communication,N/A,3.3
791,1595965,Andres Munoz,4.5,2,Mathematics,N/A,4.5
792,1528594,Dave King,1.2,5,Writing,0,3.8
793,1528619,James Canary,2.6,12,Chemistry,23,4.1
794,1529304,Don Garrett,3.3,8,Philosophy,100,2.6
795,1529700,Gur Alroey,5.0,1,Cultural Studies,N/A,3
796,1530241,Julia Kraut,1.5,1,History,N/A,5
797,1609588,Adrian Juarez,2.4,7,Nursing,N/A,3.9
798,1609595,Yumary Ruiz,2.5,1,Health Science,N/A,3
799,1610853,Joseph Traylor,0.0,0,Digital Arts,N/A,0
800,1613911,Elys Vasquez-Iscan,0.0,0,Not Specified,N/A,0
801,1614200,Scott Kaufman,0.0,0,Psychology,N/A,0
802,1615879,Susanne Fuchs,4.0,1,Law,N/A,3
803,1616010,Alberto Lerner,4.0,1,Computer Science,N/A,4
804,1616392,Dan Bacalzo,4.5,2,Theater,N/A,2
805,1548593,Deborah Padgett,2.8,6,Social Work,34,3.3
806,1555399,Fengbo Hang,4.0,10,Mathematics,67,3.6
807,1558646,Jennifer Nelson,5.0,1,Writing,N/A,4
808,1558976,Sonia Das,3.3,9,Anthropology,100,3
809,1559092,Sophia Wilson,4.9,4,French,N/A,2.5
810,1559104,Andy Hakim,4.3,4,Writing,N/A,3.5
811,1559108,Nazgul Jenish,1.7,15,Statistics,N/A,3.7
812,1560125,Sean Corcoran,4.8,2,Education,N/A,2.5
813,1560127,Robert Riccobono,2.0,1,Education,N/A,1
814,1560260,Julia Wolfe,5.0,1,Music,N/A,2
815,1636258,Jean-Marie Bruzzese,2.9,7,Psychology,N/A,3.1
816,1636842,Andrew Lear,4.4,6,Classics,N/A,2
817,1637140,Gemma Huguet,2.8,6,Mathematics,N/A,3.3
818,1637340,Sybil Cooksey,5.0,7,African Studies,100,2.4
819,1638338,Theresa Senft,4.5,27,Writing,100,1.7
820,1638527,Ashish Miles,5.0,1,Mathematics,N/A,3
821,1639711,Kristen Pego-Jans,0.0,0,Nursing,N/A,0
822,1641354,Anabela Pak,3.9,10,Spanish,N/A,3.3
823,1665027,Christine Vogel,3.0,2,Biology,N/A,3
824,1665844,Joel Cunningham,2.0,1,Mathematics,N/A,2
825,1666534,Chris Caldemeyer,0.0,0,English,N/A,0
826,1668326,Muhsin Alidina,5.0,1,African Studies,N/A,1
827,1669458,Wesley Pegden,5.0,1,Mathematics,N/A,1
828,1670341,Justin Trificana,5.0,1,French,N/A,2
829,1671043,Todd M. Solomon,4.5,2,Psychology,N/A,2
830,1672504,Oeindrila Dube,2.0,1,Political Science,N/A,5
831,1642474,Tuija Parikka,2.1,21,Communication,20,3.3
832,1642475,Sueyoung Park-Primiano,3.3,4,Communication,50,4.5
833,1642477,Laura L Portwood-Stacer,4.6,5,Communication,N/A,2.8
834,1642478,Matthew Powers,3.5,5,Communication,N/A,2.6
835,1642479,Martin Scherzinger,0.0,0,Cultural Studies,N/A,0
836,1642480,Scott Selberg,0.0,0,Communication,N/A,0
837,1643425,Melcion Mateu-Adrover,4.7,7,Spanish,N/A,2
838,1643490,Jon Eguia,3.4,6,Political Science,N/A,3.7
839,1680247,Patricia Degennaro,1.5,1,Political Science,N/A,3
840,1680480,Sally Guttmacher,1.5,1,Not Specified,N/A,4
841,1681037,Jordan Fisher,0.0,0,Mathematics,N/A,0
842,1682524,Edward Vessel,0.0,0,Psychology,N/A,0
843,1683067,Ashish Myles,4.8,2,Mathematics,N/A,3
844,1683996,Christina Bergey,5.0,1,Anthropology,N/A,3
845,1684003,David Paterson,4.8,2,Political Science,N/A,2.5
846,1685457,Alexander Kirshner,4.0,1,Social Science,N/A,3
847,1672570,Yan Yan,4.8,2,Foreign Languages,N/A,3
848,1672740,Bruno De Oliveira,2.7,5,Mathematics,N/A,3.2
849,1673239,Kate Nesin,0.0,0,Art History,N/A,0
850,1673806,Matthieu Wyart,2.0,2,Physics,N/A,4.5
851,1674161,Douglas Cook,4.0,1,Engineering,N/A,1
852,1674934,Lise Friedman,5.0,1,Publishing & Printing,N/A,4
853,1675389,Elizabeth Koch,5.0,1,Education,N/A,2
854,1620366,Ryan Hynd,3.0,2,Mathematics,N/A,3
855,1620740,Michael Breaux,2.5,6,Music,34,2.3
856,1621636,Ping HE,1.5,1,East Asian Studies,N/A,2
857,1622681,Joseph Smors,0.0,0,Collaborative Nursing,N/A,0
858,1623044,Allison Squires,2.0,2,Nursing,N/A,2
859,1623099,Atsushi Hasegawa,5.0,6,East Asian Studies,N/A,2.5
860,1624160,Hana Kogan,1.3,16,Mathematics,N/A,4.4
861,1624507,Benedikt Wirth,3.2,15,Mathematics,N/A,3.4
862,1702504,Katherine Brewer Ball,0.0,0,Communication,N/A,0
863,1702506,Jacob Gaboury,3.5,3,Communication,100,3.7
864,1702514,Mary Panzer,0.0,0,Communication,N/A,0
865,1702515,Teresa Park,0.0,0,Communication,N/A,0
866,1702518,Dasgupta Satarupa,5.0,1,Communication,100,3
867,1702520,Nicole Stahlmann,0.0,0,Communication,N/A,0
868,1702521,James Stanley,4.1,4,Communication,N/A,3
869,1703695,E. Frances White,4.5,1,History,N/A,1
870,1703924,Christophe Litwin,3.8,2,French,N/A,2
871,1703953,Kathy Gunkel,2.7,3,Nursing,0,3.3
872,1704401,Nader Uthman,4.4,14,Near Eastern Studies,88,4.3
